aidoc_iri,ref_iri,buckets,llm_relation,curator,vote,decision,note
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv/ai#TestingData,dpv-ai,skos:closeMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv/ai#TestingData,dpv-ai,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv/ai#TestingDataBias,fn-band/dpv-ai,skos:narrowMatch,FK,REJECT,reject,activity vs concrete concept representing bias in testing data
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv/ai#TestingDataBias,fn-band/dpv-ai,skos:narrowMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv/ai#TestingDataBias,fn-band/dpv-ai,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv/ai#TestingDataInconsistent,fn-band/dpv-ai,skos:narrowMatch,FK,REJECT,reject,activity vs concrete concept representing inconsitencies in testing data
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv/ai#TestingDataInconsistent,fn-band/dpv-ai,skos:narrowMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv/ai#TestingDataInconsistent,fn-band/dpv-ai,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv/ai#TestingDataOutdated,fn-band/dpv-ai,skos:narrowMatch,FK,REJECT,reject,activity vs concrete example of outdated testing data
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv/ai#TestingDataOutdated,fn-band/dpv-ai,skos:narrowMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv/ai#TestingDataOutdated,fn-band/dpv-ai,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv/ai#TestingDataSparse,fn-band/dpv-ai,skos:closeMatch,FK,REJECT,reject,activity vs concrete concept representing testing data being sparse
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv/ai#TestingDataSparse,fn-band/dpv-ai,skos:closeMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv/ai#TestingDataSparse,fn-band/dpv-ai,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv/legal/eu/aiact#TestingData,dpv-aiact,skos:exactMatch,FK,REJECT,reject,activity vs concept
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv/legal/eu/aiact#TestingData,dpv-aiact,skos:exactMatch,SN,REJECT,reject,activity vs data
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv/legal/eu/aiact#TestingData,dpv-aiact,skos:exactMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/vair#Testing,fn-band/vair,skos:closeMatch,FK,skos:broadMatch,modify,
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/vair#Testing,fn-band/vair,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/vair#Testing,fn-band/vair,skos:closeMatch,TD,REJECT,reject,activity vs phase
https://w3id.org/aidoc-ap#DataTraining,http://mex.aksw.org/mex-core#Training,mex-core,skos:closeMatch,FK,skos:broadMatch,modify,
https://w3id.org/aidoc-ap#DataTraining,http://mex.aksw.org/mex-core#Training,mex-core,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#DataTraining,http://mex.aksw.org/mex-core#Training,mex-core,skos:closeMatch,TD,REJECT,reject,"ours is the activity, while mex-core Training is a phase"
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/dpv#DataProtectionTraining,dpv,skos:relatedMatch,FK,skos:narrowMatch,modify,
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/dpv#DataProtectionTraining,dpv,skos:relatedMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/dpv#DataProtectionTraining,dpv,skos:relatedMatch,TD,skos:narrowMatch,modify,skos:narrowMatch
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/dpv/ai#TrainingData,dpv-ai,skos:exactMatch,FK,REJECT,reject,activity vs concept
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/dpv/ai#TrainingData,dpv-ai,skos:exactMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/dpv/ai#TrainingData,dpv-ai,skos:exactMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/dpv/legal/eu/aiact#TrainingData,dpv-aiact,skos:exactMatch,FK,REJECT,reject,activity vs concept
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/dpv/legal/eu/aiact#TrainingData,dpv-aiact,skos:exactMatch,SN,REJECT,reject,activity vs data
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/dpv/legal/eu/aiact#TrainingData,dpv-aiact,skos:exactMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/vair#BiasedTrainingData,vair,skos:narrowMatch,FK,REJECT,reject,activity vs concrete bias in validation data
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/vair#BiasedTrainingData,vair,skos:narrowMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/vair#BiasedTrainingData,vair,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/vair#ErroneousTrainingData,vair,skos:narrowMatch,FK,REJECT,reject,activity vs concrete erroneous training data
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/vair#ErroneousTrainingData,vair,skos:narrowMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/vair#ErroneousTrainingData,vair,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/vair#IncompleteTrainingData,vair,skos:narrowMatch,FK,REJECT,reject,activity vs concrete incomplete training data
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/vair#IncompleteTrainingData,vair,skos:narrowMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/vair#IncompleteTrainingData,vair,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/vair#IrrelevantTrainingData,vair,skos:narrowMatch,FK,REJECT,reject,activity vs concrete irrelevancies in validation data
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/vair#IrrelevantTrainingData,vair,skos:narrowMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/vair#IrrelevantTrainingData,vair,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/vair#TrainingData,vair,skos:exactMatch,FK,REJECT,reject,"aidoc activity vs vair (data used to train a machine learning model.  [ISO/IEC 22989, 3.3.16])"
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/vair#TrainingData,vair,skos:exactMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/vair#TrainingData,vair,skos:exactMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/vair#UnrepresentativeTrainingData,vair,skos:narrowMatch,FK,REJECT,reject,activity vs concrete unrepresentative training data
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/vair#UnrepresentativeTrainingData,vair,skos:narrowMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataTraining,https://w3id.org/vair#UnrepresentativeTrainingData,vair,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,http://mex.aksw.org/mex-core#Validation,mex-core,skos:closeMatch,FK,skos:broadMatch,modify,
https://w3id.org/aidoc-ap#DataValidation,http://mex.aksw.org/mex-core#Validation,mex-core,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#DataValidation,http://mex.aksw.org/mex-core#Validation,mex-core,skos:closeMatch,TD,REJECT,reject,"aidoc data validation is a activity, whereas validation is a subclass of phase and mor likely a closeMatch to https://w3id.org/vair#Validation"
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationData,dpv-ai,skos:closeMatch,FK,REJECT,reject,activity vs concept
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationData,dpv-ai,skos:closeMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationData,dpv-ai,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataBias,dpv-ai,skos:narrowMatch,FK,REJECT,reject,activity vs concept
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataBias,dpv-ai,skos:narrowMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataBias,dpv-ai,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataIncomplete,fn-band/dpv-ai,skos:narrowMatch,FK,REJECT,reject,activity vs concrete concept representing incomplete data in validation data
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataIncomplete,fn-band/dpv-ai,skos:narrowMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataIncomplete,fn-band/dpv-ai,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataNoise,dpv-ai,skos:narrowMatch,FK,REJECT,reject,activity vs concept
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataNoise,dpv-ai,skos:narrowMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataNoise,dpv-ai,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataOutdated,dpv-ai,skos:narrowMatch,FK,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataOutdated,dpv-ai,skos:narrowMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataOutdated,dpv-ai,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataRisk,dpv-ai,skos:relatedMatch,FK,REJECT,reject,activity vs concept and concrete risk
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataRisk,dpv-ai,skos:relatedMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataRisk,dpv-ai,skos:relatedMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataSparse,dpv-ai,skos:narrowMatch,FK,REJECT,reject,activity vs concept
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataSparse,dpv-ai,skos:narrowMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataSparse,dpv-ai,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataUnrepresentative,fn-band/dpv-ai,skos:narrowMatch,FK,REJECT,reject,activity vs concrete concept representing validation data being unrepresentative
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataUnrepresentative,fn-band/dpv-ai,skos:narrowMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/ai#ValidationDataUnrepresentative,fn-band/dpv-ai,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/legal/eu/aiact#ValidationData,dpv-aiact,skos:exactMatch,FK,REJECT,reject,activity vs concept
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/legal/eu/aiact#ValidationData,dpv-aiact,skos:exactMatch,SN,REJECT,reject,activity vs data
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/dpv/legal/eu/aiact#ValidationData,dpv-aiact,skos:exactMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#BiasedValidationData,vair,skos:narrowMatch,FK,REJECT,reject,activity vs concrete bias in validation data
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#BiasedValidationData,vair,skos:narrowMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#BiasedValidationData,vair,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#ErroneousValidationData,vair,skos:narrowMatch,FK,REJECT,reject,activity vs concrete erroneous validation data
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#ErroneousValidationData,vair,skos:narrowMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#ErroneousValidationData,vair,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#IncompleteValidationData,vair,skos:narrowMatch,FK,REJECT,reject,activity vs concrete incompleteness in validation data (concept)
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#IncompleteValidationData,vair,skos:narrowMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#IncompleteValidationData,vair,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#IrrelevantValidationData,vair,skos:narrowMatch,FK,REJECT,reject,activity vs concrete irrelevancies in validation data
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#IrrelevantValidationData,vair,skos:narrowMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#IrrelevantValidationData,vair,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#UnrepresentativeValidationData,vair,skos:narrowMatch,FK,REJECT,reject,activity vs concrete unrepresentatives in validation data
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#UnrepresentativeValidationData,vair,skos:narrowMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#UnrepresentativeValidationData,vair,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#Validation,vair,skos:closeMatch,FK,skos:relatedMatch,modify,"aidoc activity (EU AI Act 2024/1689, Article 3(30)) vs vair activity (ISO/IEC 22989:2022, 6.2.4)"
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#Validation,vair,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#Validation,vair,skos:closeMatch,TD,REJECT,reject,"aidoc is activity, vair is phase"
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#ValidationData,vair,skos:closeMatch,FK,REJECT,reject,"aidoc (activity) vs vair (data used to compare the performance of different candidate models.   [ISO/IEC 22989, 3.2.15])"
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#ValidationData,vair,skos:closeMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataValidation,https://w3id.org/vair#ValidationData,vair,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataWrangling,https://w3id.org/dpv/ai#DataCleaning,dpv-ai,skos:closeMatch,FK,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#DataWrangling,https://w3id.org/dpv/ai#DataCleaning,dpv-ai,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#DataWrangling,https://w3id.org/dpv/ai#DataCleaning,dpv-ai,skos:closeMatch,TD,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#Dataset,http://mex.aksw.org/mex-core#Dataset,mex-core,skos:exactMatch,FK,skos:broadMatch,modify,
https://w3id.org/aidoc-ap#Dataset,http://mex.aksw.org/mex-core#Dataset,mex-core,skos:exactMatch,SN,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#Dataset,http://mex.aksw.org/mex-core#Dataset,mex-core,skos:exactMatch,TD,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#Dataset,http://www.w3.org/ns/mls#Dataset,ml-onto+mlschema+rains,skos:exactMatch,FK,skos:closeMatch,modify,
https://w3id.org/aidoc-ap#Dataset,http://www.w3.org/ns/mls#Dataset,ml-onto+mlschema+rains,skos:exactMatch,SN,skos:exactMatch,accept,skos:narrowMatch
https://w3id.org/aidoc-ap#Dataset,http://www.w3.org/ns/mls#Dataset,ml-onto+mlschema+rains,skos:exactMatch,TD,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#Dataset,https://w3id.org/rains#DatasetComponent,fn-band/rains,skos:closeMatch,FK,skos:narrowMatch,modify,
https://w3id.org/aidoc-ap#Dataset,https://w3id.org/rains#DatasetComponent,fn-band/rains,skos:closeMatch,SN,skos:narrowMatch,modify,skos:broadMatch
https://w3id.org/aidoc-ap#Dataset,https://w3id.org/rains#DatasetComponent,fn-band/rains,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#Dataset,https://w3id.org/vair#Dataset,vair,skos:exactMatch,FK,skos:closeMatch,modify,"vair Dataset DOES NOT provide a description, but a close match can be assumed"
https://w3id.org/aidoc-ap#Dataset,https://w3id.org/vair#Dataset,vair,skos:exactMatch,SN,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#Dataset,https://w3id.org/vair#Dataset,vair,skos:exactMatch,TD,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#Dataset,https://www.w3.org/TR/vocab-dcat-3/Dataset,airo,skos:exactMatch,FK,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#Dataset,https://www.w3.org/TR/vocab-dcat-3/Dataset,airo,skos:exactMatch,SN,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#Dataset,https://www.w3.org/TR/vocab-dcat-3/Dataset,airo,skos:exactMatch,TD,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#DeclarationOfConformity,https://w3id.org/dpv/legal/eu/aiact#EUDeclarationOfConformity,dpv-aiact,skos:closeMatch,FK,skos:narrowMatch,modify,
https://w3id.org/aidoc-ap#DeclarationOfConformity,https://w3id.org/dpv/legal/eu/aiact#EUDeclarationOfConformity,dpv-aiact,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#DeclarationOfConformity,https://w3id.org/dpv/legal/eu/aiact#EUDeclarationOfConformity,dpv-aiact,skos:closeMatch,TD,skos:narrowMatch,modify,skos:narrowMatch
https://w3id.org/aidoc-ap#DeclarationOfConformity,https://w3id.org/vair#EUDeclarationOfConformity,vair,skos:closeMatch,FK,skos:narrowMatch,modify,
https://w3id.org/aidoc-ap#DeclarationOfConformity,https://w3id.org/vair#EUDeclarationOfConformity,vair,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#DeclarationOfConformity,https://w3id.org/vair#EUDeclarationOfConformity,vair,skos:closeMatch,TD,skos:narrowMatch,modify,skos:narrowMatch
https://w3id.org/aidoc-ap#Deployment,https://w3id.org/dpv/ai#DeploymentStage,dpv-ai,skos:closeMatch,FK,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#Deployment,https://w3id.org/dpv/ai#DeploymentStage,dpv-ai,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#Deployment,https://w3id.org/dpv/ai#DeploymentStage,dpv-ai,skos:closeMatch,TD,REJECT,reject,"aidoc:Deployment is an activity not a phase, this is rather https://w3id.org/vair#Deployment"
https://w3id.org/aidoc-ap#Deployment,https://w3id.org/vair#Deployment,vair,skos:exactMatch,FK,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#Deployment,https://w3id.org/vair#Deployment,vair,skos:exactMatch,SN,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#Deployment,https://w3id.org/vair#Deployment,vair,skos:exactMatch,TD,REJECT,reject,"aidoc is the activity itself, vair is the life cycle phase"
https://w3id.org/aidoc-ap#HardwareComponent,https://w3id.org/dpv/tech#Component,fn-band/dpv-tech,skos:closeMatch,FK,skos:broadMatch,modify,
https://w3id.org/aidoc-ap#HardwareComponent,https://w3id.org/dpv/tech#Component,fn-band/dpv-tech,skos:closeMatch,SN,skos:broadMatch,modify,skos:narrowMatch
https://w3id.org/aidoc-ap#HardwareComponent,https://w3id.org/dpv/tech#Component,fn-band/dpv-tech,skos:closeMatch,TD,skos:broadMatch,modify,skos:broadMatch
https://w3id.org/aidoc-ap#HardwareComponent,https://w3id.org/vair#Hardware,fn-band/vair,skos:closeMatch,FK,skos:broadMatch,modify,aidoc narrows to ai system while vair is the general concept
https://w3id.org/aidoc-ap#HardwareComponent,https://w3id.org/vair#Hardware,fn-band/vair,skos:closeMatch,SN,skos:broadMatch,modify,skos:narrowMatch
https://w3id.org/aidoc-ap#HardwareComponent,https://w3id.org/vair#Hardware,fn-band/vair,skos:closeMatch,TD,skos:closeMatch,accept,skos:exactMatch
https://w3id.org/aidoc-ap#HumanOversightMechanism,https://w3id.org/dpv#HumanOversight,dpv,skos:closeMatch,FK,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#HumanOversightMechanism,https://w3id.org/dpv#HumanOversight,dpv,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#HumanOversightMechanism,https://w3id.org/dpv#HumanOversight,dpv,skos:closeMatch,TD,skos:exactMatch,modify,skos:exactMatch
https://w3id.org/aidoc-ap#HumanOversightMechanism,https://w3id.org/rains#SystemHumanOversightMechanism,rains,skos:closeMatch,FK,skos:narrowMatch,modify,
https://w3id.org/aidoc-ap#HumanOversightMechanism,https://w3id.org/rains#SystemHumanOversightMechanism,rains,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#HumanOversightMechanism,https://w3id.org/rains#SystemHumanOversightMechanism,rains,skos:closeMatch,TD,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#HumanOversightMechanism,https://w3id.org/vair#HumanOversightMeasure,vair,skos:closeMatch,FK,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#HumanOversightMechanism,https://w3id.org/vair#HumanOversightMeasure,vair,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#HumanOversightMechanism,https://w3id.org/vair#HumanOversightMeasure,vair,skos:closeMatch,TD,skos:closeMatch,accept,skos:exactMatch
https://w3id.org/aidoc-ap#IntendedPurpose,https://w3id.org/dpv#Intended,fn-band/dpv,skos:closeMatch,FK,skos:broadMatch,modify,
https://w3id.org/aidoc-ap#IntendedPurpose,https://w3id.org/dpv#Intended,fn-band/dpv,skos:closeMatch,SN,REJECT,reject,Capability/Log/Record vs. anderes Ding
https://w3id.org/aidoc-ap#IntendedPurpose,https://w3id.org/dpv#Intended,fn-band/dpv,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#IntendedPurpose,https://w3id.org/dpv/legal/eu/aiact#IntendedPurpose,dpv-aiact,skos:exactMatch,FK,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#IntendedPurpose,https://w3id.org/dpv/legal/eu/aiact#IntendedPurpose,dpv-aiact,skos:exactMatch,SN,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#IntendedPurpose,https://w3id.org/dpv/legal/eu/aiact#IntendedPurpose,dpv-aiact,skos:exactMatch,TD,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#Log,https://w3id.org/dpv/legal/eu/aiact#TestLog,fn-band/dpv-aiact,skos:narrowMatch,FK,skos:narrowMatch,accept,
https://w3id.org/aidoc-ap#Log,https://w3id.org/dpv/legal/eu/aiact#TestLog,fn-band/dpv-aiact,skos:narrowMatch,SN,skos:narrowMatch,accept,skos:broadMatch
https://w3id.org/aidoc-ap#Log,https://w3id.org/dpv/legal/eu/aiact#TestLog,fn-band/dpv-aiact,skos:narrowMatch,TD,skos:narrowMatch,accept,
https://w3id.org/aidoc-ap#Log,https://w3id.org/rains#Log,rains,skos:closeMatch,FK,REJECT,reject,"aidoc describes ""A record of system events, performance, and traceability."" while rains describes ""A specific type of planned sao:AccountableResult which represents a high level reference to logs of information pertaining either to Installation or Changes"""
https://w3id.org/aidoc-ap#Log,https://w3id.org/rains#Log,rains,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#Log,https://w3id.org/rains#Log,rains,skos:closeMatch,TD,REJECT,reject,"aidoc is a system log, not installation or change log"
https://w3id.org/aidoc-ap#MLPipeline,http://www.semanticweb.org/owl/owlapi/turtle#MachineLearning,vair,skos:closeMatch,FK,skos:narrowMatch,modify,
https://w3id.org/aidoc-ap#MLPipeline,http://www.semanticweb.org/owl/owlapi/turtle#MachineLearning,vair,skos:closeMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,http://www.semanticweb.org/owl/owlapi/turtle#MachineLearning,vair,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/dpv/ai#MachineLearning,dpv-ai,skos:closeMatch,FK,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/dpv/ai#MachineLearning,dpv-ai,skos:closeMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/dpv/ai#MachineLearning,dpv-ai,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/dpv/ai#MachineLearningModel,dpv-ai,skos:narrowMatch,FK,REJECT,reject,activity vs concept (concrete model)
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/dpv/ai#MachineLearningModel,dpv-ai,skos:narrowMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/dpv/ai#MachineLearningModel,dpv-ai,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/dpv/ai#MachineLearningPlatform,dpv-ai,skos:closeMatch,FK,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/dpv/ai#MachineLearningPlatform,dpv-ai,skos:closeMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#MLPipeline,https://w3id.org/dpv/ai#MachineLearningPlatform,dpv-ai,skos:closeMatch,TD,REJECT,reject,
